full_text,normalized,label_num_all,pseudo_label_all,confidence_score,label_num,pseudo_label
"gusy jumlah soal tka tuh udah di kasi tau blm si? dan untuk skor tka bsk, kira² orang lain bisa lihat skor kita ga? 😔😔😔",guys jumlah soal tka tuh sudah di kasih tau belum sih dan untuk skor tka besok kira orang lain bisa lihat skor kita tidak,1,neutral,0.9521867036819458,1,neutral
"selamat pagi semuanya, gua mau soft spoken hari ini bcs h-2 TKA (sedang memperbaiki kondisi psikis)",selamat pagi semuanya gua mau soft spoken hari ini karena h tka sedang memperbaiki kondisi psikis,1,neutral,0.9958034157752991,1,neutral
eh yaallah thread jalur langit tka itu kemana guys,eh yaallah thread jalur langit tka itu kemana guys,2,negative,0.9329339265823364,2,negative
"tka tka tka, a nya astaghfirullah, k nya kuatkan kami yaallah, t nya apa guys 😮‍💨",tka tka tka a nya astaghfirullah ke nya kuatkan kami yaallah t nya apa guys,2,negative,0.8566735982894897,2,negative
Mau nanya dong untuk kakak² sch! cantik &amp; ganteng. Materi utbk itu susah gak? Dan apakah ada saran baiknya lebih fokus ke tka atau utbk untuk anak kelas 12?,mau bertanya dong untuk kakak cantik   ganteng materi utbk itu susah tidak dan apakah ada saran baiknya lebih fokus ke tka atau utbk untuk anak kelas,1,neutral,0.8313643932342529,1,neutral
TKA lu bener bener menyusahkan semua org ya puki🥰🙏🏻🙏🏻,tka kamu benar benar menyusahkan semua orang ya puki,2,negative,0.9980595707893372,2,negative
SIAPASIH TKA TKA IT….. IHATETKA!!!,siapasih tka tka itu ihatetka,2,negative,0.9747006297111511,2,negative
eh kok gw aga nyesel beli buku un/us kmrn kenapa ga beli yg tka lgsg yaa???? isinya sama gasi guiiisss pwiss dua enam pipol wajib rep,eh kok gue aga menyesal beli buku unus kemarin kenapa tidak beli yang tka langsung ya isinya sama gasi guis pwiss dua enam pipol wajib komen,2,negative,0.9960224628448486,2,negative
wow jumat ada to tka di sekolah,wow jumat ada try out tka di sekolah,1,neutral,0.9885863661766052,1,neutral
SNBT tahun 2026 tuh nanti ada TKA kayak tahun 2022 atau TPS semua kayak tahun ini?,snbt tahun tuh nanti ada tka kayak tahun atau tps semua kayak tahun ini,2,negative,0.7741565108299255,2,negative
bisa ga ya TKA ini susulan aja tapi taun pas bulan februari aja muak tau ga sih,bisa tidak ya tka ini susulan saja tapi tahun pas bulan februari saja muak tau tidak sih,2,negative,0.9761567711830139,2,negative
"ptn! Untuk yang pernah ikut utbkplus unair/mandiri reguler unair, ada kah yang bersedia aku dm, mau tanya-tanya soal TKA dan penilaiannya (uner dikit bgt infonya...)",untuk yang pernah ikut utbkplus unairmandiri reguler unair ada kah yang bersedia aku dm mau tanyatanya soal tka dan penilaiannya uner dikit banget infonya,1,neutral,0.8812392354011536,1,neutral
"MENDING RUANG GURU ATAU PAHAMIFY???? ATAU APA.....
(include tka, snbt, materi kls 10-12)",mending ruang guru atau pahamify atau apa include tka snbt materi kelas,1,neutral,0.9180928468704224,1,neutral
akt 26 itu jadinya SMA apa TKA?,angkatan itu jadinya sama apa tka,2,negative,0.9170855283737183,2,negative
"Ptn! Guys, skor utbk aku 621. Mau ikut utul ugm pil 1 fk, pil 2 bio. Kira kira bundir ga ya? Sama TKA buat bio mapel apa aja?",guys skor utbk aku mau ikut utul ugm pil fk pil bio kira kira bundir tidak ya sama tka buat bio mata pelajaran apa saja,1,neutral,0.9851164221763611,1,neutral
“selsai kalian uas nanti langsung to tka” ingin bernafas,selsai kalian uas nanti langsung try out tka ingin bernafas,1,neutral,0.8112107515335083,1,neutral
"teman-teman mau nanya, beli buku tka itu nanti sesuai prodi yang kita pilih kan? misal aku ambil hukum, berarti versi IPS kan yang aku belii",temanteman mau bertanya beli buku tka itu nanti sesuai prodi yang kita pilih kan misal aku ambil hukum berarti versi ips kan yang aku belii,1,neutral,0.9906642436981201,1,neutral
"Gaiss, ada yg punya list materi buat TKA yang wajib nggakk?? Yang matematika sama bahasa indo+inggris??",gaiss ada yang punya list materi buat tka yang wajib nggakk yang matematika sama bahasa indoinggris,1,neutral,0.9334639310836792,1,neutral
dikirim pap mata sayu sm berondong tuh artinya apa 😭😭😭😭 yaampun dek dek mending km belajar tka soalny aku juga sainganmu tahun depan,dikirim pap mata sayu sama berondong tuh artinya apa yaampun dek dek mending kamu belajar tka soalny aku juga sainganmu tahun depan,2,negative,0.9927288293838501,2,negative
Buten! udah ada yg dpt file soal to tka kmrn ga ya?... sender mau review:(,sudah ada yang dapat file soal try out tka kemarin tidak ya aku mau review,1,neutral,0.9938809871673584,1,neutral
gais TKA tuh khusus snbp aja ya? brti untuk utbk tetep sama kayak tahun ini?,guys tka tuh khusus snbp saja ya brti untuk utbk tetap sama kayak tahun ini,1,neutral,0.9758224487304688,1,neutral
Stud! Ada tips buat belajar cepet paham di beberapa materi TKA fisika ga ya? Udah hopeless bgt... emg susah bgt ya?,ada tips buat belajar cepat paham di beberapa materi tka fisika tidak ya sudah hopeless banget memang susah banget ya,2,negative,0.7270018458366394,2,negative
"to do liburan kenaikan kls akt 26 = 
1. Belajar TKA (wajib)
2. Belajar UTBK (wajib)
3. Ibadah (wajib)
4. Tidur (opsional)",try out di liburan kenaikan kelas angkatan belajar tka wajib belajar utbk wajib ibadah wajib tidur opsional,1,neutral,0.9870545268058777,1,neutral
TKA ada listening ga yaa,tka ada listening tidak ya,1,neutral,0.970583975315094,1,neutral
eh aku kapan ya mulai nyicil belajar tka…………,eh aku kapan ya mulai mencicil belajar tka,1,neutral,0.9470162987709045,1,neutral
Masih ga ngerti gua TKA TKA taun depan? Berarti subtes utbk diganti TKA gitu?,masih tidak mengerti gua tka tka tahun depan berarti subtes utbk diganti tka begitu,2,negative,0.9546613097190857,2,negative
"ngedip bentar osn h-17
ini gua blm nyentuh tka samsek.........
hari selasa baru psat",ngedip bentar osn h ini gua belum nyentuh tka samsek hari selasa baru psat,2,negative,0.917140781879425,2,negative
"ya Allah jauhkan hamba dari rasa malas, tka su dekat ya Allah",ya allah jauhkan hamba dari rasa malas tka su dekat ya allah,2,negative,0.8758441805839539,2,negative
Yang anak inten udh pada bahas tka blm,yang anak inten sudah pada bahas tka belum,1,neutral,0.8466734886169434,1,neutral
Ini TKA klo jadi manusia udah gw kirim ke barak,ini tka kalau jadi manusia sudah gue kirim ke barak,2,negative,0.8965439796447754,2,negative
fomo bgt liat 26 yang lain jd satu ada groupiesnya gt pls angkut mau ikut membantai tka bersama sama 🐌☮️🧛🏿‍♀️💓🙈💃🏻,fomo banget lihat yang lain jadi satu ada groupiesnya begitu tolong angkut mau ikut membantai tka bersama sama,2,negative,0.9772552847862244,2,negative
Eh wwwww semangat TKA nya 26 ☝️☝️ (adikku 26),eh semangat tka nya adikku,0,positive,0.9776089191436768,0,positive
pgn ngerjain 13 bab Bhs inggris di buku tka,pengin ngerjain bab bahasa inggris di buku tka,1,neutral,0.9900203943252563,1,neutral
"jadi gimana guys, kalian fokus utbk atau tka dulu nii?",jadi bagaimana guys kalian fokus utbk atau tka dulu ini,1,neutral,0.8487731218338013,1,neutral
"temaan teman, ada saran atau ada yang open private untuk TKA mapel Fisika ngga yaa, terima kasih banyak&lt;3",temaan teman ada saran atau ada yang open private untuk tka mata pelajaran fisika tidak ya terima kasih banyaklt,1,neutral,0.9248722791671753,1,neutral
"lu pada yg akt 26 klo bingung blajar tka, makek ini coba bisa ni ngebantu klen",kamu pada yang angkatan kalau bingung belajar tka makek ini coba bisa nih membantu kalian,1,neutral,0.7683266401290894,1,neutral
"dahlah nanti juga masuk undangan pil 1
dan tka nembus 100+++ #pede",dahlah nanti juga masuk undangan pil dan tka nembus percaya diri,0,positive,0.7296512722969055,0,positive
boleh buat peraturan ga boleh sebut tka 5 kali seminggu aja,boleh buat peraturan tidak boleh sebut tka kali seminggu saja,1,neutral,0.9610010385513306,1,neutral
ada yang minat buat belajar tka english gak ? Aku open class bagi yang mau ☺️,ada yang minat buat belajar tka english tidak aku open class bagi yang mau,1,neutral,0.9912462830543518,1,neutral
"Ptn! mau nanya buat sm unair yang mandiri reguler tahun lalu tpa tka nya berapa soal dan berapa jam yaa, sama apakah kakak yang udh lolos smua ada rekomendasi bim bel on line?",mau bertanya buat sama unair yang mandiri reguler tahun lalu tpa tka nya berapa soal dan berapa jam ya sama apakah kakak yang sudah lolos semua ada rekomendasi bim bel on line,1,neutral,0.9912000298500061,1,neutral
"Bermodalkan sisa langganan mipy, studytwt dan grup 26 ku yang bejibun itu, ak udah siap membantai tka dan utbk #Allahbersamaangkatan26 (tapi baru mulai pas udah nyampe rumah)",bermodalkan sisa langganan mipy studytwt dan grup ku yang bejibun itu aku sudah siap membantai tka dan utbk allahbersamaangkatan tapi baru mulai pas sudah sampai rumah,0,positive,0.7646654844284058,0,positive
ADUHHH dari sekian banyaknya TKA KNP GUA PILIHA FISIKA MTK MINAT DAN KIMIA 🤬🤬🤬,aduh dari sekian banyaknya tka kenapa gua piliha fisika matematika minat dan kimia,1,neutral,0.841768205165863,1,neutral
Akulah PP 4 jam itu. Alias info loker plis,akulah pp jam itu alias info loker tolong,1,neutral,0.9866612553596497,1,neutral
pengen punya pacar terus ntar kita study date buat prepare tka bersama 🤓🤓🤓🤓🤓,pengin punya pacar terus entar kita study date buat prepare tka bersama,1,neutral,0.9418270587921143,1,neutral
apa ya kayak mau belajar tka tapi akunya bingung liat materi nya jdi switch ke bahasa🙂,apa ya kayak mau belajar tka tapi akunya bingung lihat materi nya jadi switch ke bahasa,2,negative,0.9688869714736938,2,negative
"Kocakk, buku tka ku baru dikirim",kocakk buku tka ku baru dikirim,2,negative,0.9007092714309692,2,negative
"mending langsung belajar buat utbk, atau belajar buat tka dulu???. bingung bangettt, atau harus belajar buat dua duanya??, tapi nilai raportku juga pas pasan sih.",mending langsung belajar buat utbk atau belajar buat tka dulu bingung banget atau harus belajar buat dua duanya tapi nilai raportku juga pas pasan sih,2,negative,0.9394161701202393,2,negative
guys besok terkahir ujian SO RELIEVEDDD akhirnya bisa belajar tka utbk 😛💃🏿,guys besok terkahir ujian sok relieved akhirnya bisa belajar tka utbk,1,neutral,0.9474653601646423,1,neutral
Menjelang tka dan utbk ini gw harus menutup hati biar tiba tiba ga goblok karna cinta,menjelang tka dan utbk ini gue harus menutup hati biar tiba tiba tidak goblok karena cinta,2,negative,0.9244194030761719,2,negative
Ak bnr bnr ngehindar bgt dr kimia di tka tp JURUSAN YG AK MAU KIMIA TUH DIBUTUHIN BGTT😩😩😩 aku takut gbs soalnya aku tuh kurang paham sama soal soal kimia😫😫😫,aku benar benar ngehindar banget dari kimia di tka tapi jurusan yang aku mau kimia tuh dibutuhin banget aku takut tidak bisa soalnya aku tuh kurang paham sama soal soal kimia,2,negative,0.9838353395462036,2,negative
teman-temannn.. adakah yang punya rekomendasi channel ytb buat belajar tka?? tia yaa!,temanteman adakah yang punya rekomendasi channel ytb buat belajar tka tia ya,1,neutral,0.9885857701301575,1,neutral
"door, siapa disini yang kelas 11 mauk naik kelas 12? PUSING DEH GUA MIKIRIN TKA",door siapa disini yang kelas mauk naik kelas pusing deh gua memikirkan tka,2,negative,0.9973253011703491,2,negative
Apa sih tka gua udah SMA bukan TKA,apa sih tka gua sudah sama bukan tka,2,negative,0.9779874086380005,2,negative
yang udah sm unair dan milih tka nya biokim review dongg 🥹,yang sudah sama unair dan memilih tka nya biokim review dong,1,neutral,0.9635312557220459,1,neutral
bingung mau belajar TKA darimanaaa,bingung mau belajar tka darimana,2,negative,0.9812347292900085,2,negative
gw nih butuh sosialisasi tka dah,gue nih butuh sosialisasi tka sudah,1,neutral,0.9971358776092529,1,neutral
guys kalo tka saintek mending gercep apa eksplorasi ya?,guys kalau tka saintek mending gercep apa eksplorasi ya,1,neutral,0.8271062970161438,1,neutral
Lebih kena mental ngerjain TO TKA daripada TO UTBK🥲😔,lebih kena mental ngerjain try out tka daripada try out utbk,2,negative,0.9486967325210571,2,negative
YA ALLAH 😭😭😭😭😭😭😭 INI NYEMANGATIN AKU MAU TKA BESOK YA,ya allah ini nyemangatin aku mau tka besok ya,2,negative,0.8302135467529297,2,negative
"ini bocah ips udh pada banyak yg belajar utbk tka meanwhile ipa masih kebantai sama ujian mafiki, bjir. dayyumnn",ini bocah ips sudah pada banyak yang belajar utbk tka meanwhile ipa masih kebantai sama ujian mafiki bjir dayyumnn,0,positive,0.8544049263000488,0,positive
moots yg udah TO TKA di rg siapaaa? aku mau tanya2 buat aksesnya beli atau gimana yaah?,moots yang sudah try out tka di rg siapa aku mau tanya buat aksesnya beli atau bagaimana ya,1,neutral,0.986134946346283,1,neutral
"kasian ih adik kelas ak hrs brngkt jam 6.30, gaboleh bawa kendaraan, ada un, ada tka, anak sekolah di jabar gaboleh pulang malem...",kasihan ih adik kelas aku harus brngkt jam gaboleh bawa kendaraan ada un ada tka anak sekolah di jabar gaboleh pulang malam,2,negative,0.9964388608932495,2,negative
kemarin aku engga belajar huftt... cape banget kemarin ulangan lisan &amp; praktik 4 jam PUNGGUNG AKU SAKITTTy____y jadi engga belajar deh:[ niatnya kemarin malam mau start tka😣,kemarin aku tidak belajar huftt capek banget kemarin ulangan lisan   praktik jam punggung aku sakityy jadi tidak belajar deh niatnya kemarin malam mau start tka,2,negative,0.9864338636398315,2,negative
tumbang guys abis menghadapi TO TKA kemarin,tumbang guys habis menghadapi try out tka kemarin,2,negative,0.9813805222511292,2,negative
Nanti mau start belajar TKA🤚🏻 mapel apa dulu enaknya?,nanti mau start belajar tka mata pelajaran apa dulu enaknya,1,neutral,0.9787624478340149,1,neutral
"to do list akt 26 :
1. belajar buat osn-k 
2. belajar TKA 
3. belajar utbk 
4. makan dan tidur (opsional)",try out di list angkatan belajar buat osnk belajar tka belajar utbk makan dan tidur opsional,1,neutral,0.9945833086967468,1,neutral
"teman timun 26, kalian tka yg ambil mapel pilihan ekonomi sama mtl beli buku tidak??",teman timun kalian tka yang ambil mata pelajaran pilihan ekonomi sama mtl beli buku tidak,1,neutral,0.9566354155540466,1,neutral
"CARA NOLAK BIAR GA JADI KETUA KELOMPOK P5 GIMANAAA??!?!
soalnya aku 2 tahun selalu jadi ketua kelompok, terus bulan ini hectic banget sama lomba lomba dan belum lagi belajar TKA",cara nolak biar tidak jadi ketua kelompok p bagaimana soalnya aku tahun selalu jadi ketua kelompok terus bulan ini hectic banget sama lomba lomba dan belum lagi belajar tka,2,negative,0.9911012649536133,2,negative
Kalian yg belajar tka khususnya mapel kimia itu dari mana materinyaa???,kalian yang belajar tka khususnya mata pelajaran kimia itu dari mana materinyaa,1,neutral,0.8973324298858643,1,neutral
"✨️ rate soal simulasi tka hari ini ✨️

- b.indo 7/10 : jujurr bingungin banget karna jawabannya mirip"". kebanyakan disuruh cari informasi berdasarkan teks (simpulan, inti kalimat, pernyataan benar salah)",rate soal simulasi tka hari ini bahasa indonesia jujurr bingungin banget karena jawabannya mirip kebanyakan disuruh cari informasi berdasarkan teks simpulan inti kalimat pernyataan benar salah,2,negative,0.9868915677070618,2,negative
"OIYA DI SINI JUAL LATIHAN TO TKA+TPS SNBT JUGA. JUAL MATERI TKA SAINTEK FULL INDONESIA, INGGRIS, MATEMATIKA, BIOLOGI, FISIKA, KIMIA. 😇😁",oiya di sini jual latihan try out tkatps snbt juga jual materi tka saintek full indonesia inggris matematika biologi fisika kimia,1,neutral,0.9222978353500366,1,neutral
mending beli buku TKA atau LANGGANAN RUANG GURU?!?! saranin dong best🥹🥲😭,mending beli buku tka atau langganan ruang guru menyarankan dong best,1,neutral,0.9152377843856812,1,neutral
"CLOSED YA🤩

Stay tune untuk pengumumannya ya, good luck all🥳",closed ya stay tune untuk pengumumannya ya good luck all,1,neutral,0.7005456686019897,1,neutral
kalo gk eligible tetap bisa ikut tka gk ya?,kalau tidak eligible tetap bisa ikut tka tidak ya,1,neutral,0.9948585033416748,1,neutral
untung aku 2025 ya Allah gada tka,untung aku ya allah tidak ada tka,0,positive,0.8722977042198181,0,positive
Ada rekomen buku TKA?,ada rekomen buku tka,1,neutral,0.964191734790802,1,neutral
"p5, hapalan, utbk, tka.. mampus bgt",p hapalan utbk tka mampus banget,0,positive,0.8165796995162964,0,positive
guys tka tuh ngaruh eligible gak,guys tka tuh ngaruh eligible tidak,2,negative,0.9329445362091064,2,negative
mau beli buku tp lagi saving money buat study tour 🧍🏻‍♀️ adakah ch yg bisa buat mulai belajar TKA or UTBK yh teman-teman?,mau beli buku tapi lagi saving money buat study tour adakah ch yang bisa buat mulai belajar tka atau utbk ya temanteman,1,neutral,0.9485989809036255,1,neutral
HABIS GW ULTAH HADIAHNYA TKA😭,habis gue ultah hadiahnya tka,1,neutral,0.987500786781311,1,neutral
H-144 tka :( bia gak ya aku...,h tka bia tidak ya aku,2,negative,0.7732502222061157,2,negative
"ak angkatan 2027, and i've seen thiss beforee, and i think buat TKA sendiri for ang ²⁷  fokusin belajar mapel di sekolah ajaa teman temann! sama sering sering review mapel also drill soal ajaaa, jadi belajarnya ga terasa beratt!",aku angkatan and ive seen thiss beforee and i think buat tka sendiri for ang fokusin belajar mata pelajaran di sekolah saja teman temann sama sering sering review mata pelajaran also drill soal saja jadi belajarnya tidak terasa beratt,0,positive,0.9587833285331726,0,positive
semangat belajar tka dan mandirinya bubub-bubub 🩷🩷🩷,semangat belajar tka dan mandirinya bububbubub,0,positive,0.9904131293296814,0,positive
"buset siapa yang ngusulin tka sih, ribet bgt woi 😹😹😹",buset siapa yang ngusulin tka sih ribet banget woi,2,negative,0.997426450252533,2,negative
TKA sama aja kaya ulangan gasih,tka sama saja kaya ulangan tidak sih,2,negative,0.9878100156784058,2,negative
semoga TKA nanti lebih gampang daripada to to 🙏🏻,semoga tka nanti lebih gampang daripada try out try out,0,positive,0.9099910855293274,0,positive
di x gada komunitas TKA ya?,di kali tidak ada komunitas tka ya,1,neutral,0.8539010882377625,1,neutral
kalian belajar TKA ngulang materi kls 10 lagi kah bubss?,kalian belajar tka ngulang materi kelas lagi kah bubss,2,negative,0.9600968360900879,2,negative
"ni sekolah ku mantep banget
osk ga ada bimbingan (ga tau belum atau emang tahun ini ga ada), TKA blm ada info yg jelas (bahkan keknya blm diinfoin samsek). tapi untungnya aku join studitwit bro, I love tman2 studitwit ku 😔🫰🫰🫰🌟🌟",nih sekolah ku mantap banget osk tidak ada bimbingan tidak tau belum atau memang tahun ini tidak ada tka belum ada info yang jelas bahkan kayaknya belum diinfoin samsek tapi untungnya aku join studitwit bro i love teman studitwit ku,0,positive,0.9881190657615662,0,positive
tka pake kertas aja pls‼️‼️udh kalah di rapot aja pls jgn kalah di tka😞,tka pakai kertas saja plsudh kalah di rapot saja tolong jangan kalah di tka,2,negative,0.9939786195755005,2,negative
deymm pusing bener mikirin pekael ditambah lagi ntar sistem tka,deymm pusing benar memikirkan pekael ditambah lagi entar sistem tka,2,negative,0.996942937374115,2,negative
pengen juga to tka 😭😭😭😭 tp ver smk aja,pengin juga try out tka tapi ver smk saja,1,neutral,0.9888952970504761,1,neutral
"Eh kok udah banyak yg simulasi TKA dari sekolahnya, sekolah aku blm ngasih tau apapun tentang TKA 😭😭",eh kok sudah banyak yang simulasi tka dari sekolahnya sekolah aku belum mengasih tau apapun tentang tka,2,negative,0.985813558101654,2,negative
GUYS PLIS SARANIN MENDING BELI BUKU TKA ATAU LANGGANAN RUANG GURU?!?! plis saranin aku guys😭,guys tolong menyarankan mending beli buku tka atau langganan ruang guru tolong menyarankan aku guys,1,neutral,0.9672667980194092,1,neutral
haiiii info bank soal TKA dunggg or UN/UTBK yg duluu,hai info bank soal tka dong atau unutbk yang dulu,1,neutral,0.9975517392158508,1,neutral
Guyss ada yang punya file kebijakan tka ga yaa??,guys ada yang punya file kebijakan tka tidak ya,1,neutral,0.9960632920265198,1,neutral
tka cuma buat snbp 26 kann 😔,tka cuma buat snbp kan,2,negative,0.7334725260734558,2,negative
"sumpah, aku baru mau nyicil utebeka tapi kebantai TKA, PEMERINTAAAH MONYEEENGGG",sumpah aku baru mau mencicil utebeka tapi kebantai tka pemerintah monyeng,2,negative,0.8760035037994385,2,negative
ada yg bikin grup ambis utbk/tka di line gasie huhu mau join,ada yang bikin grup ambis utbktka di line gasie huhu mau join,1,neutral,0.9923790693283081,1,neutral
wow to tka sudah bertebaran....,wow try out tka sudah bertebaran,0,positive,0.7847238779067993,0,positive
orang orang kok udah mulai belajar tka sm utbk sih 😀,orang orang kok sudah mulai belajar tka sama utbk sih,2,negative,0.9830880761146545,2,negative
mulai belajar materi TKA sama utbk tuh dari apa dulu ya?? trs saran apk/yt yang bahas materi ini dong 🙇🏻‍♀️🙇🏻‍♀️,mulai belajar materi tka sama utbk tuh dari apa dulu ya terus saran apkyt yang bahas materi ini dong,1,neutral,0.9558932185173035,1,neutral
gais tka mending belajar dari materi atau langsung breakdown soal aja yaa?,guys tka mending belajar dari materi atau langsung breakdown soal saja ya,1,neutral,0.8466803431510925,1,neutral
hi pls cari #moots akt 26 buat sharing sharing tentang tka and uni things karena life is getting SERIOUS OHMYYYYYY #studytwt,hi tolong cari moots angkatan buat sharing sharing tentang tka and uni things karena life is getting serious ohmy studytwt,1,neutral,0.9505863785743713,1,neutral
"bodo amat dh gw sama osn, mendadak bgt mana gada bimbingan. mending belajar buat tka(boong)",bodo amat dah gue sama osn mendadak banget mana tidak ada bimbingan mending belajar buat tkaboong,2,negative,0.9976040720939636,2,negative
"gaess 🙌 mau tanyaa soal TKA niihh.... itu daftar mapelnya tuh b. indo, b. ing, mtk, sama milih 2 mapel atau jadinya gimana?? pliss kalo ada yang punya infonya bisa tolong share dong 😭🥲",gaess mau tanyaa soal tka nih itu daftar mata pelajaran tuh b indonesia b ing matematika sama memilih mata pelajaran atau jadinya bagaimana pliss kalau ada yang punya infonya bisa tolong share dong,1,neutral,0.9060088992118835,1,neutral
