full_text,normalized,label_num,pseudo_label,confidence_score
"@Aidachoirunnisa @maroshiv Bhs inggris TKA itu tergolong susah karena setiap anak mendapatkan soal berbeda ada yg dari 25 soal, 13 soalnya multichoice salah 1 tidak ada skornya.",bahasa inggris tka itu tergolong susah karena setiap anak mendapatkan soal berbeda ada yang dari soal soalnya multichoice salah tidak ada skornya,2,negative,0.898901224
"gusy jumlah soal tka tuh udah di kasi tau blm si? dan untuk skor tka bsk, kira² orang lain bisa lihat skor kita ga? 😔😔😔",guys jumlah soal tka tuh sudah di kasih tau belum sih dan untuk skor tka besok kira orang lain bisa lihat skor kita tidak,1,neutral,0.952186704
"selamat pagi semuanya, gua mau soft spoken hari ini bcs h-2 TKA (sedang memperbaiki kondisi psikis)",selamat pagi semuanya gua mau soft spoken hari ini karena h tka sedang memperbaiki kondisi psikis,1,neutral,0.995803416
eh yaallah thread jalur langit tka itu kemana guys,eh yaallah thread jalur langit tka itu kemana guys,2,negative,0.932933927
"tka tka tka, a nya astaghfirullah, k nya kuatkan kami yaallah, t nya apa guys 😮‍💨",tka tka tka a nya astaghfirullah ke nya kuatkan kami yaallah t nya apa guys,2,negative,0.856673598
Mau nanya dong untuk kakak² sch! cantik &amp; ganteng. Materi utbk itu susah gak? Dan apakah ada saran baiknya lebih fokus ke tka atau utbk untuk anak kelas 12?,mau bertanya dong untuk kakak cantik   ganteng materi utbk itu susah tidak dan apakah ada saran baiknya lebih fokus ke tka atau utbk untuk anak kelas,1,neutral,0.831364393
TKA lu bener bener menyusahkan semua org ya puki🥰🙏🏻🙏🏻,tka kamu benar benar menyusahkan semua orang ya puki,2,negative,0.998059571
SIAPASIH TKA TKA IT….. IHATETKA!!!,siapasih tka tka itu ihatetka,2,negative,0.97470063
eh kok gw aga nyesel beli buku un/us kmrn kenapa ga beli yg tka lgsg yaa???? isinya sama gasi guiiisss pwiss dua enam pipol wajib rep,eh kok gue aga menyesal beli buku unus kemarin kenapa tidak beli yang tka langsung ya isinya sama gasi guis pwiss dua enam pipol wajib komen,2,negative,0.996022463
wow jumat ada to tka di sekolah,wow jumat ada try out tka di sekolah,1,neutral,0.988586366
SNBT tahun 2026 tuh nanti ada TKA kayak tahun 2022 atau TPS semua kayak tahun ini?,snbt tahun tuh nanti ada tka kayak tahun atau tps semua kayak tahun ini,2,negative,0.774156511
bisa ga ya TKA ini susulan aja tapi taun pas bulan februari aja muak tau ga sih,bisa tidak ya tka ini susulan saja tapi tahun pas bulan februari saja muak tau tidak sih,2,negative,0.976156771
"ptn! Untuk yang pernah ikut utbkplus unair/mandiri reguler unair, ada kah yang bersedia aku dm, mau tanya-tanya soal TKA dan penilaiannya (uner dikit bgt infonya...)",untuk yang pernah ikut utbkplus unairmandiri reguler unair ada kah yang bersedia aku dm mau tanyatanya soal tka dan penilaiannya uner dikit banget infonya,1,neutral,0.881239235
"MENDING RUANG GURU ATAU PAHAMIFY???? ATAU APA.....
(include tka, snbt, materi kls 10-12)",mending ruang guru atau pahamify atau apa include tka snbt materi kelas,1,neutral,0.918092847
akt 26 itu jadinya SMA apa TKA?,angkatan itu jadinya sama apa tka,2,negative,0.917085528
"Ptn! Guys, skor utbk aku 621. Mau ikut utul ugm pil 1 fk, pil 2 bio. Kira kira bundir ga ya? Sama TKA buat bio mapel apa aja?",guys skor utbk aku mau ikut utul ugm pil fk pil bio kira kira bundir tidak ya sama tka buat bio mata pelajaran apa saja,1,neutral,0.985116422
“selsai kalian uas nanti langsung to tka” ingin bernafas,selsai kalian uas nanti langsung try out tka ingin bernafas,1,neutral,0.811210752
"teman-teman mau nanya, beli buku tka itu nanti sesuai prodi yang kita pilih kan? misal aku ambil hukum, berarti versi IPS kan yang aku belii",temanteman mau bertanya beli buku tka itu nanti sesuai prodi yang kita pilih kan misal aku ambil hukum berarti versi ips kan yang aku belii,1,neutral,0.990664244
"Gaiss, ada yg punya list materi buat TKA yang wajib nggakk?? Yang matematika sama bahasa indo+inggris??",gaiss ada yang punya list materi buat tka yang wajib nggakk yang matematika sama bahasa indoinggris,1,neutral,0.933463931
dikirim pap mata sayu sm berondong tuh artinya apa 😭😭😭😭 yaampun dek dek mending km belajar tka soalny aku juga sainganmu tahun depan,dikirim pap mata sayu sama berondong tuh artinya apa yaampun dek dek mending kamu belajar tka soalny aku juga sainganmu tahun depan,2,negative,0.992728829
Buten! udah ada yg dpt file soal to tka kmrn ga ya?... sender mau review:(,sudah ada yang dapat file soal try out tka kemarin tidak ya aku mau review,1,neutral,0.993880987
gais TKA tuh khusus snbp aja ya? brti untuk utbk tetep sama kayak tahun ini?,guys tka tuh khusus snbp saja ya brti untuk utbk tetap sama kayak tahun ini,1,neutral,0.975822449
Stud! Ada tips buat belajar cepet paham di beberapa materi TKA fisika ga ya? Udah hopeless bgt... emg susah bgt ya?,ada tips buat belajar cepat paham di beberapa materi tka fisika tidak ya sudah hopeless banget memang susah banget ya,2,negative,0.727001846
"to do liburan kenaikan kls akt 26 = 
1. Belajar TKA (wajib)
2. Belajar UTBK (wajib)
3. Ibadah (wajib)
4. Tidur (opsional)",try out di liburan kenaikan kelas angkatan belajar tka wajib belajar utbk wajib ibadah wajib tidur opsional,1,neutral,0.987054527
TKA ada listening ga yaa,tka ada listening tidak ya,1,neutral,0.970583975
eh aku kapan ya mulai nyicil belajar tka…………,eh aku kapan ya mulai mencicil belajar tka,1,neutral,0.947016299
Masih ga ngerti gua TKA TKA taun depan? Berarti subtes utbk diganti TKA gitu?,masih tidak mengerti gua tka tka tahun depan berarti subtes utbk diganti tka begitu,2,negative,0.95466131
"ngedip bentar osn h-17
ini gua blm nyentuh tka samsek.........
hari selasa baru psat",ngedip bentar osn h ini gua belum nyentuh tka samsek hari selasa baru psat,2,negative,0.917140782
"ya Allah jauhkan hamba dari rasa malas, tka su dekat ya Allah",ya allah jauhkan hamba dari rasa malas tka su dekat ya allah,2,negative,0.875844181
Yang anak inten udh pada bahas tka blm,yang anak inten sudah pada bahas tka belum,1,neutral,0.846673489
Ini TKA klo jadi manusia udah gw kirim ke barak,ini tka kalau jadi manusia sudah gue kirim ke barak,2,negative,0.89654398
fomo bgt liat 26 yang lain jd satu ada groupiesnya gt pls angkut mau ikut membantai tka bersama sama 🐌☮️🧛🏿‍♀️💓🙈💃🏻,fomo banget lihat yang lain jadi satu ada groupiesnya begitu tolong angkut mau ikut membantai tka bersama sama,2,negative,0.977255285
Eh wwwww semangat TKA nya 26 ☝️☝️ (adikku 26),eh semangat tka nya adikku,0,positive,0.977608919
pgn ngerjain 13 bab Bhs inggris di buku tka,pengin ngerjain bab bahasa inggris di buku tka,1,neutral,0.990020394
"jadi gimana guys, kalian fokus utbk atau tka dulu nii?",jadi bagaimana guys kalian fokus utbk atau tka dulu ini,1,neutral,0.848773122
"temaan teman, ada saran atau ada yang open private untuk TKA mapel Fisika ngga yaa, terima kasih banyak&lt;3",temaan teman ada saran atau ada yang open private untuk tka mata pelajaran fisika tidak ya terima kasih banyaklt,1,neutral,0.924872279
"lu pada yg akt 26 klo bingung blajar tka, makek ini coba bisa ni ngebantu klen",kamu pada yang angkatan kalau bingung belajar tka makek ini coba bisa nih membantu kalian,1,neutral,0.76832664
"dahlah nanti juga masuk undangan pil 1
dan tka nembus 100+++ #pede",dahlah nanti juga masuk undangan pil dan tka nembus percaya diri,0,positive,0.729651272
boleh buat peraturan ga boleh sebut tka 5 kali seminggu aja,boleh buat peraturan tidak boleh sebut tka kali seminggu saja,1,neutral,0.961001039
ada yang minat buat belajar tka english gak ? Aku open class bagi yang mau ☺️,ada yang minat buat belajar tka english tidak aku open class bagi yang mau,1,neutral,0.991246283
"Ptn! mau nanya buat sm unair yang mandiri reguler tahun lalu tpa tka nya berapa soal dan berapa jam yaa, sama apakah kakak yang udh lolos smua ada rekomendasi bim bel on line?",mau bertanya buat sama unair yang mandiri reguler tahun lalu tpa tka nya berapa soal dan berapa jam ya sama apakah kakak yang sudah lolos semua ada rekomendasi bim bel on line,1,neutral,0.99120003
"Bermodalkan sisa langganan mipy, studytwt dan grup 26 ku yang bejibun itu, ak udah siap membantai tka dan utbk #Allahbersamaangkatan26 (tapi baru mulai pas udah nyampe rumah)",bermodalkan sisa langganan mipy studytwt dan grup ku yang bejibun itu aku sudah siap membantai tka dan utbk allahbersamaangkatan tapi baru mulai pas sudah sampai rumah,0,positive,0.764665484
ADUHHH dari sekian banyaknya TKA KNP GUA PILIHA FISIKA MTK MINAT DAN KIMIA 🤬🤬🤬,aduh dari sekian banyaknya tka kenapa gua piliha fisika matematika minat dan kimia,1,neutral,0.841768205
Akulah PP 4 jam itu. Alias info loker plis,akulah pp jam itu alias info loker tolong,1,neutral,0.986661255
pengen punya pacar terus ntar kita study date buat prepare tka bersama 🤓🤓🤓🤓🤓,pengin punya pacar terus entar kita study date buat prepare tka bersama,1,neutral,0.941827059
apa ya kayak mau belajar tka tapi akunya bingung liat materi nya jdi switch ke bahasa🙂,apa ya kayak mau belajar tka tapi akunya bingung lihat materi nya jadi switch ke bahasa,2,negative,0.968886971
"Kocakk, buku tka ku baru dikirim",kocakk buku tka ku baru dikirim,2,negative,0.900709271
"mending langsung belajar buat utbk, atau belajar buat tka dulu???. bingung bangettt, atau harus belajar buat dua duanya??, tapi nilai raportku juga pas pasan sih.",mending langsung belajar buat utbk atau belajar buat tka dulu bingung banget atau harus belajar buat dua duanya tapi nilai raportku juga pas pasan sih,2,negative,0.93941617
guys besok terkahir ujian SO RELIEVEDDD akhirnya bisa belajar tka utbk 😛💃🏿,guys besok terkahir ujian sok relieved akhirnya bisa belajar tka utbk,1,neutral,0.94746536
Menjelang tka dan utbk ini gw harus menutup hati biar tiba tiba ga goblok karna cinta,menjelang tka dan utbk ini gue harus menutup hati biar tiba tiba tidak goblok karena cinta,2,negative,0.924419403
Ak bnr bnr ngehindar bgt dr kimia di tka tp JURUSAN YG AK MAU KIMIA TUH DIBUTUHIN BGTT😩😩😩 aku takut gbs soalnya aku tuh kurang paham sama soal soal kimia😫😫😫,aku benar benar ngehindar banget dari kimia di tka tapi jurusan yang aku mau kimia tuh dibutuhin banget aku takut tidak bisa soalnya aku tuh kurang paham sama soal soal kimia,2,negative,0.98383534
teman-temannn.. adakah yang punya rekomendasi channel ytb buat belajar tka?? tia yaa!,temanteman adakah yang punya rekomendasi channel ytb buat belajar tka tia ya,1,neutral,0.98858577
"door, siapa disini yang kelas 11 mauk naik kelas 12? PUSING DEH GUA MIKIRIN TKA",door siapa disini yang kelas mauk naik kelas pusing deh gua memikirkan tka,2,negative,0.997325301
Apa sih tka gua udah SMA bukan TKA,apa sih tka gua sudah sama bukan tka,2,negative,0.977987409
yang udah sm unair dan milih tka nya biokim review dongg 🥹,yang sudah sama unair dan memilih tka nya biokim review dong,1,neutral,0.963531256
bingung mau belajar TKA darimanaaa,bingung mau belajar tka darimana,2,negative,0.981234729
gw nih butuh sosialisasi tka dah,gue nih butuh sosialisasi tka sudah,1,neutral,0.997135878
guys kalo tka saintek mending gercep apa eksplorasi ya?,guys kalau tka saintek mending gercep apa eksplorasi ya,1,neutral,0.827106297
Lebih kena mental ngerjain TO TKA daripada TO UTBK🥲😔,lebih kena mental ngerjain try out tka daripada try out utbk,2,negative,0.948696733
YA ALLAH 😭😭😭😭😭😭😭 INI NYEMANGATIN AKU MAU TKA BESOK YA,ya allah ini nyemangatin aku mau tka besok ya,2,negative,0.830213547
"ini bocah ips udh pada banyak yg belajar utbk tka meanwhile ipa masih kebantai sama ujian mafiki, bjir. dayyumnn",ini bocah ips sudah pada banyak yang belajar utbk tka meanwhile ipa masih kebantai sama ujian mafiki bjir dayyumnn,0,positive,0.854404926
moots yg udah TO TKA di rg siapaaa? aku mau tanya2 buat aksesnya beli atau gimana yaah?,moots yang sudah try out tka di rg siapa aku mau tanya buat aksesnya beli atau bagaimana ya,1,neutral,0.986134946
"kasian ih adik kelas ak hrs brngkt jam 6.30, gaboleh bawa kendaraan, ada un, ada tka, anak sekolah di jabar gaboleh pulang malem...",kasihan ih adik kelas aku harus brngkt jam gaboleh bawa kendaraan ada un ada tka anak sekolah di jabar gaboleh pulang malam,2,negative,0.996438861
kemarin aku engga belajar huftt... cape banget kemarin ulangan lisan &amp; praktik 4 jam PUNGGUNG AKU SAKITTTy____y jadi engga belajar deh:[ niatnya kemarin malam mau start tka😣,kemarin aku tidak belajar huftt capek banget kemarin ulangan lisan   praktik jam punggung aku sakityy jadi tidak belajar deh niatnya kemarin malam mau start tka,2,negative,0.986433864
tumbang guys abis menghadapi TO TKA kemarin,tumbang guys habis menghadapi try out tka kemarin,2,negative,0.981380522
Nanti mau start belajar TKA🤚🏻 mapel apa dulu enaknya?,nanti mau start belajar tka mata pelajaran apa dulu enaknya,1,neutral,0.978762448
"to do list akt 26 :
1. belajar buat osn-k 
2. belajar TKA 
3. belajar utbk 
4. makan dan tidur (opsional)",try out di list angkatan belajar buat osnk belajar tka belajar utbk makan dan tidur opsional,1,neutral,0.994583309
"teman timun 26, kalian tka yg ambil mapel pilihan ekonomi sama mtl beli buku tidak??",teman timun kalian tka yang ambil mata pelajaran pilihan ekonomi sama mtl beli buku tidak,1,neutral,0.956635416
"CARA NOLAK BIAR GA JADI KETUA KELOMPOK P5 GIMANAAA??!?!
soalnya aku 2 tahun selalu jadi ketua kelompok, terus bulan ini hectic banget sama lomba lomba dan belum lagi belajar TKA",cara nolak biar tidak jadi ketua kelompok p bagaimana soalnya aku tahun selalu jadi ketua kelompok terus bulan ini hectic banget sama lomba lomba dan belum lagi belajar tka,2,negative,0.991101265
Kalian yg belajar tka khususnya mapel kimia itu dari mana materinyaa???,kalian yang belajar tka khususnya mata pelajaran kimia itu dari mana materinyaa,1,neutral,0.89733243
"✨️ rate soal simulasi tka hari ini ✨️

- b.indo 7/10 : jujurr bingungin banget karna jawabannya mirip"". kebanyakan disuruh cari informasi berdasarkan teks (simpulan, inti kalimat, pernyataan benar salah)",rate soal simulasi tka hari ini bahasa indonesia jujurr bingungin banget karena jawabannya mirip kebanyakan disuruh cari informasi berdasarkan teks simpulan inti kalimat pernyataan benar salah,2,negative,0.986891568
"OIYA DI SINI JUAL LATIHAN TO TKA+TPS SNBT JUGA. JUAL MATERI TKA SAINTEK FULL INDONESIA, INGGRIS, MATEMATIKA, BIOLOGI, FISIKA, KIMIA. 😇😁",oiya di sini jual latihan try out tkatps snbt juga jual materi tka saintek full indonesia inggris matematika biologi fisika kimia,1,neutral,0.922297835
mending beli buku TKA atau LANGGANAN RUANG GURU?!?! saranin dong best🥹🥲😭,mending beli buku tka atau langganan ruang guru menyarankan dong best,1,neutral,0.915237784
"CLOSED YA🤩

Stay tune untuk pengumumannya ya, good luck all🥳",closed ya stay tune untuk pengumumannya ya good luck all,1,neutral,0.700545669
kalo gk eligible tetap bisa ikut tka gk ya?,kalau tidak eligible tetap bisa ikut tka tidak ya,1,neutral,0.994858503
untung aku 2025 ya Allah gada tka,untung aku ya allah tidak ada tka,0,positive,0.872297704
Ada rekomen buku TKA?,ada rekomen buku tka,1,neutral,0.964191735
"p5, hapalan, utbk, tka.. mampus bgt",p hapalan utbk tka mampus banget,0,positive,0.8165797
guys tka tuh ngaruh eligible gak,guys tka tuh ngaruh eligible tidak,2,negative,0.932944536
mau beli buku tp lagi saving money buat study tour 🧍🏻‍♀️ adakah ch yg bisa buat mulai belajar TKA or UTBK yh teman-teman?,mau beli buku tapi lagi saving money buat study tour adakah ch yang bisa buat mulai belajar tka atau utbk ya temanteman,1,neutral,0.948598981
HABIS GW ULTAH HADIAHNYA TKA😭,habis gue ultah hadiahnya tka,1,neutral,0.987500787
H-144 tka :( bia gak ya aku...,h tka bia tidak ya aku,2,negative,0.773250222
"ak angkatan 2027, and i've seen thiss beforee, and i think buat TKA sendiri for ang ²⁷  fokusin belajar mapel di sekolah ajaa teman temann! sama sering sering review mapel also drill soal ajaaa, jadi belajarnya ga terasa beratt!",aku angkatan and ive seen thiss beforee and i think buat tka sendiri for ang fokusin belajar mata pelajaran di sekolah saja teman temann sama sering sering review mata pelajaran also drill soal saja jadi belajarnya tidak terasa beratt,0,positive,0.958783329
semangat belajar tka dan mandirinya bubub-bubub 🩷🩷🩷,semangat belajar tka dan mandirinya bububbubub,0,positive,0.990413129
"buset siapa yang ngusulin tka sih, ribet bgt woi 😹😹😹",buset siapa yang ngusulin tka sih ribet banget woi,2,negative,0.99742645
TKA sama aja kaya ulangan gasih,tka sama saja kaya ulangan tidak sih,2,negative,0.987810016
semoga TKA nanti lebih gampang daripada to to 🙏🏻,semoga tka nanti lebih gampang daripada try out try out,0,positive,0.909991086
di x gada komunitas TKA ya?,di kali tidak ada komunitas tka ya,1,neutral,0.853901088
kalian belajar TKA ngulang materi kls 10 lagi kah bubss?,kalian belajar tka ngulang materi kelas lagi kah bubss,2,negative,0.960096836
"ni sekolah ku mantep banget
osk ga ada bimbingan (ga tau belum atau emang tahun ini ga ada), TKA blm ada info yg jelas (bahkan keknya blm diinfoin samsek). tapi untungnya aku join studitwit bro, I love tman2 studitwit ku 😔🫰🫰🫰🌟🌟",nih sekolah ku mantap banget osk tidak ada bimbingan tidak tau belum atau memang tahun ini tidak ada tka belum ada info yang jelas bahkan kayaknya belum diinfoin samsek tapi untungnya aku join studitwit bro i love teman studitwit ku,0,positive,0.988119066
tka pake kertas aja pls‼️‼️udh kalah di rapot aja pls jgn kalah di tka😞,tka pakai kertas saja plsudh kalah di rapot saja tolong jangan kalah di tka,2,negative,0.99397862
deymm pusing bener mikirin pekael ditambah lagi ntar sistem tka,deymm pusing benar memikirkan pekael ditambah lagi entar sistem tka,2,negative,0.996942937
pengen juga to tka 😭😭😭😭 tp ver smk aja,pengin juga try out tka tapi ver smk saja,1,neutral,0.988895297
"Eh kok udah banyak yg simulasi TKA dari sekolahnya, sekolah aku blm ngasih tau apapun tentang TKA 😭😭",eh kok sudah banyak yang simulasi tka dari sekolahnya sekolah aku belum mengasih tau apapun tentang tka,2,negative,0.985813558
GUYS PLIS SARANIN MENDING BELI BUKU TKA ATAU LANGGANAN RUANG GURU?!?! plis saranin aku guys😭,guys tolong menyarankan mending beli buku tka atau langganan ruang guru tolong menyarankan aku guys,1,neutral,0.967266798
haiiii info bank soal TKA dunggg or UN/UTBK yg duluu,hai info bank soal tka dong atau unutbk yang dulu,1,neutral,0.997551739
Guyss ada yang punya file kebijakan tka ga yaa??,guys ada yang punya file kebijakan tka tidak ya,1,neutral,0.996063292
tka cuma buat snbp 26 kann 😔,tka cuma buat snbp kan,2,negative,0.733472526
"sumpah, aku baru mau nyicil utebeka tapi kebantai TKA, PEMERINTAAAH MONYEEENGGG",sumpah aku baru mau mencicil utebeka tapi kebantai tka pemerintah monyeng,2,negative,0.876003504
ada yg bikin grup ambis utbk/tka di line gasie huhu mau join,ada yang bikin grup ambis utbktka di line gasie huhu mau join,1,neutral,0.992379069
wow to tka sudah bertebaran....,wow try out tka sudah bertebaran,0,positive,0.784723878
orang orang kok udah mulai belajar tka sm utbk sih 😀,orang orang kok sudah mulai belajar tka sama utbk sih,2,negative,0.983088076
mulai belajar materi TKA sama utbk tuh dari apa dulu ya?? trs saran apk/yt yang bahas materi ini dong 🙇🏻‍♀️🙇🏻‍♀️,mulai belajar materi tka sama utbk tuh dari apa dulu ya terus saran apkyt yang bahas materi ini dong,1,neutral,0.955893219
gais tka mending belajar dari materi atau langsung breakdown soal aja yaa?,guys tka mending belajar dari materi atau langsung breakdown soal saja ya,1,neutral,0.846680343
hi pls cari #moots akt 26 buat sharing sharing tentang tka and uni things karena life is getting SERIOUS OHMYYYYYY #studytwt,hi tolong cari moots angkatan buat sharing sharing tentang tka and uni things karena life is getting serious ohmy studytwt,1,neutral,0.950586379
"bodo amat dh gw sama osn, mendadak bgt mana gada bimbingan. mending belajar buat tka(boong)",bodo amat dah gue sama osn mendadak banget mana tidak ada bimbingan mending belajar buat tkaboong,2,negative,0.997604072
"gaess 🙌 mau tanyaa soal TKA niihh.... itu daftar mapelnya tuh b. indo, b. ing, mtk, sama milih 2 mapel atau jadinya gimana?? pliss kalo ada yang punya infonya bisa tolong share dong 😭🥲",gaess mau tanyaa soal tka nih itu daftar mata pelajaran tuh b indonesia b ing matematika sama memilih mata pelajaran atau jadinya bagaimana pliss kalau ada yang punya infonya bisa tolong share dong,1,neutral,0.906008899
"sumpah aku masih bingung konsep tka apalagi buat anak smk, temen-temen kalau taaau konsepnya in general apakah boleh reply? atau dm aku mungkin? atau ada link atau tweet yang menjelaskan? ;(",sumpah aku masih bingung konsep tka apalagi buat anak smk tementemen kalau tau konsepnya ini general apakah boleh reply atau dm aku mungkin atau ada link atau tweet yang menjelaskan,1,neutral,0.939528883
duh kocak gua natus beli buku tka ya,duh kocak gua natus beli buku tka ya,0,positive,0.818115294
Seriusan snbt tahun depan ada TKA nya??,seriusan snbt tahun depan ada tka nya,2,negative,0.965055406
"TKA resmi menggantikan UN sebagai asesmen akademik oleh Permendikdasmen No. 9 Tahun 2025, diundangkan tanggal 3 Juni 2025.

TKA ini pilihan, kamu bisa ikut atau nggak. Tapi kalau kamu ikut, kamu bakal dapet nilai pribadi yang bisa dipake buat masuk lewat jalur prestasi PTN.",tka resmi menggantikan un sebagai asesmen akademik oleh permendikdasmen no tahun diundangkan tanggal juni tka ini pilihan kamu bisa ikut atau tidak tapi kalau kamu ikut kamu bakal dapat nilai pribadi yang bisa dipakai buat masuk lewat jalur prestasi ptn,1,neutral,0.842248142
mingdep gw akan belajar buat tka,mingdep gue akan belajar buat tka,1,neutral,0.96449393
"bisa ga tka tka itu stop lewat timeline, aku bukan tka tapi tk b",bisa tidak tka tka itu stop lewat timeline aku bukan tka tapi tak b,2,negative,0.942660332
ga siap dihajar kenyataan (tka snbp snbt),tidak siap dihajar kenyataan tka snbp snbt,2,negative,0.997643292
guys ada yg bisa jelasin ga si ke aku sistem tka 2025 yg katanya mau dilaksanain november ini?,guys ada yang bisa jelasin tidak sih ke aku sistem tka yang katanya mau dilaksanain november ini,1,neutral,0.966678262
"as pelajar jogja, mau ada tka ngga ada tka sama aja. 11 12 kayak aspd 👁👄👁",as pelajar jogja mau ada tka tidak ada tka sama saja kayak aspd,2,negative,0.77521795
nanti TKA tuhh juga ke pke di SNBT apa ngga yaa?,nanti tka tuh juga ke pakai di snbt apa tidak ya,1,neutral,0.929676533
otw REVIEW UTUL TKA SAINTEK,otw review utul tka saintek,1,neutral,0.978257179
ga sabar belajar cicil utbk sama tka TP TUBIHANES bingung dr mana dulu,tidak sabar belajar cicil utbk sama tka tapi tubihanes bingung dari mana dulu,2,negative,0.978975236
"finally, exam has donee🙂‍↕️
assalamualaikum fls, osn, tka, utbk, and the one and only “itb”😋😋😋😋😋
apaansih cel, aamiin",finally exam has donee assalamualaikum fls osn tka utbk and the one and only itb apaansih cel amin,2,negative,0.758476138
